track_id,direction_bin,direction_label,corridor_id,corridor_rank,point_count,length_m,displacement_m,duration_min,bearing_deg,keep,drop_reason
871,6,South,D06-C02,2.0,7,56679.43,55423.33,154.38,287.67,True,
872,3,NorthWest,,,2,1452.23,1452.23,13.9,148.18,False,too_few_points
873,3,NorthWest,D03-C01,1.0,8,27195.55,24682.35,122.7,164.15,True,
874,0,East,,,3,9403.51,8038.34,47.1,8.99,False,too_few_points
875,6,South,D06-C01,1.0,4,19808.59,19646.16,91.23,306.96,True,
876,6,South,,,3,7311.57,7169.69,39.22,274.82,False,too_few_points
877,5,SouthWest,D05-C01,1.0,8,45384.92,39745.88,333.6,242.56,True,
878,7,SouthEast,D07-C01,1.0,4,14799.4,14631.78,97.17,351.0,True,
879,6,South,D06-C02,2.0,6,57018.99,55596.74,207.85,287.98,True,
880,6,South,D06-C01,1.0,7,39787.43,38614.03,176.48,305.9,True,
881,6,South,,,6,16358.66,12113.76,150.57,274.87,False,dbscan_noise
882,1,NorthEast,D01-C02,2.0,4,11322.79,10769.87,63.02,75.88,True,
883,1,NorthEast,D01-C02,2.0,8,21383.04,16756.57,130.52,47.13,True,
884,6,South,D06-C01,1.0,5,34482.39,34075.66,172.22,302.06,True,
885,4,West,D04-C02,2.0,9,41865.96,35410.92,205.53,207.12,True,
886,7,SouthEast,D07-C01,1.0,10,40872.89,36714.63,244.65,335.91,True,
887,1,NorthEast,,,11,50885.46,48666.52,299.82,76.56,False,dbscan_noise
888,5,SouthWest,,,6,33035.34,32529.0,163.33,255.83,False,dbscan_noise
889,1,NorthEast,,,8,49276.66,47651.16,289.0,76.37,False,dbscan_noise
890,5,SouthWest,,,4,35239.41,34641.6,174.65,256.58,False,dbscan_noise
891,6,South,D06-C01,1.0,6,40603.07,39498.25,236.68,303.06,True,
892,4,West,D04-C02,2.0,12,40485.9,33028.04,206.63,209.09,True,
893,7,SouthEast,,,3,16974.63,16924.65,97.5,345.55,False,too_few_points
894,7,SouthEast,,,3,17047.61,16995.81,99.4,345.31,False,too_few_points
895,3,NorthWest,,,7,26846.6,26036.88,187.25,137.06,False,dbscan_noise
896,7,SouthEast,D07-C01,1.0,13,42042.04,35070.54,205.42,325.05,True,
897,0,East,,,2,923.56,923.56,4.58,39.0,False,too_few_points
898,2,North,D02-C02,2.0,4,33171.48,32303.75,135.07,120.83,True,
899,2,North,D02-C03,3.0,4,20588.78,19668.27,120.57,121.58,False,non_top_corridor
900,2,North,,,2,5853.26,5853.26,36.53,124.15,False,too_few_points
901,2,North,,,2,3926.8,3926.8,14.0,108.37,False,too_few_points
902,2,North,,,3,11927.42,11880.19,48.68,122.78,False,too_few_points
903,5,SouthWest,,,3,9148.26,5672.15,39.17,253.61,False,too_few_points
904,3,NorthWest,D03-C01,1.0,6,25446.01,23339.61,100.27,164.48,True,
905,7,SouthEast,D07-C01,1.0,11,43065.32,36204.7,187.53,330.1,True,
906,3,NorthWest,D03-C02,2.0,6,34474.83,33520.06,199.32,139.19,True,
907,7,SouthEast,D07-C01,1.0,9,42253.38,35931.73,162.3,330.71,True,
908,3,NorthWest,D03-C01,1.0,8,30351.46,29055.63,181.88,158.5,True,
909,7,SouthEast,D07-C02,2.0,5,9607.77,6476.36,65.03,327.37,True,
910,2,North,D02-C02,2.0,5,31375.53,30514.9,172.7,122.0,True,
911,4,West,,,2,919.74,919.74,50.03,206.15,False,too_few_points
912,6,South,,,2,1680.46,1680.46,8.03,296.95,False,too_few_points
913,6,South,D06-C03,3.0,7,29101.26,27039.91,164.67,304.31,False,non_top_corridor
914,6,South,D06-C01,1.0,5,22703.3,22473.2,134.6,307.21,True,
915,7,SouthEast,,,2,349.75,349.75,15.6,315.59,False,too_few_points
916,3,NorthWest,,,2,5232.69,5232.69,37.5,159.74,False,too_few_points
917,7,SouthEast,D07-C01,1.0,9,38638.98,34023.63,199.9,345.23,True,
918,2,North,,,3,17120.3,16361.07,83.28,124.16,False,too_few_points
919,2,North,D02-C02,2.0,9,39710.56,38025.08,197.15,124.92,True,
920,7,SouthEast,,,4,11001.09,10749.76,60.7,332.76,False,dbscan_noise
921,7,SouthEast,,,2,5248.77,5248.77,35.07,344.86,False,too_few_points
922,7,SouthEast,,,3,11661.66,11640.68,83.87,343.8,False,too_few_points
923,1,NorthEast,,,7,30043.27,27398.25,160.55,55.3,False,dbscan_noise
924,6,South,D06-C01,1.0,5,22703.87,22046.46,151.07,303.63,True,
925,5,SouthWest,,,3,1501.35,1337.45,26.85,232.43,False,too_few_points
926,7,SouthEast,D07-C01,1.0,6,15114.19,14096.23,86.35,331.77,True,
927,5,SouthWest,,,2,6.79,6.79,6.0,247.81,False,too_few_points
928,6,South,D06-C01,1.0,7,28118.92,23985.29,189.52,312.23,True,
929,7,SouthEast,,,2,5321.34,5321.34,32.02,341.45,False,too_few_points
930,7,SouthEast,D07-C01,1.0,4,9009.76,8854.03,53.32,341.89,True,
931,2,North,,,3,1637.97,1201.24,25.45,134.92,False,too_few_points
932,0,East,,,5,14554.42,13059.29,89.2,4.94,False,dbscan_noise
933,3,NorthWest,D03-C01,1.0,11,46595.88,39399.69,181.47,150.57,True,
934,7,SouthEast,D07-C01,1.0,7,26860.36,25477.19,147.25,323.36,True,
935,7,SouthEast,,,3,19558.01,19488.8,98.23,346.32,False,too_few_points
936,7,SouthEast,D07-C01,1.0,5,18542.3,18088.02,98.23,347.05,True,
937,6,South,D06-C01,1.0,4,10991.58,10874.67,59.9,310.11,True,
938,3,NorthWest,D03-C01,1.0,4,14539.77,12924.74,91.7,157.05,True,
939,5,SouthWest,,,5,11220.54,7282.95,93.08,255.15,False,dbscan_noise
940,7,SouthEast,D07-C01,1.0,6,14052.77,12877.76,71.75,332.04,True,
941,7,SouthEast,D07-C01,1.0,4,12738.58,12093.35,71.32,343.71,True,
942,5,SouthWest,,,2,3207.56,3207.56,17.92,247.38,False,too_few_points
943,5,SouthWest,,,2,5606.71,5606.71,33.82,246.73,False,too_few_points
944,5,SouthWest,,,3,7075.45,6928.85,40.5,259.32,False,too_few_points
945,7,SouthEast,D07-C01,1.0,4,18993.44,18820.91,96.0,345.25,True,
946,3,NorthWest,D03-C01,1.0,6,15892.39,14853.15,112.83,176.69,True,
947,7,SouthEast,D07-C01,1.0,4,14042.78,13979.08,73.97,344.95,True,
948,3,NorthWest,,,3,7444.0,7381.54,32.5,158.63,False,too_few_points
949,7,SouthEast,,,2,1230.13,1230.13,8.58,355.77,False,too_few_points
950,6,South,D06-C02,2.0,4,9907.78,9045.05,66.05,309.44,True,
951,6,South,D06-C02,2.0,6,54940.7,54713.97,126.78,284.91,True,
952,3,NorthWest,,,2,1015.0,1015.0,6.5,175.0,False,too_few_points
953,3,NorthWest,,,2,8037.59,8037.59,62.37,168.6,False,too_few_points
954,7,SouthEast,,,2,8659.35,8659.35,48.48,343.1,False,too_few_points
955,3,NorthWest,,,2,3898.52,3898.52,24.02,172.94,False,too_few_points
956,3,NorthWest,,,2,8054.67,8054.67,67.55,169.11,False,too_few_points
957,7,SouthEast,D07-C01,1.0,8,27505.5,26066.22,146.62,322.71,True,
958,7,SouthEast,,,3,18768.52,18699.3,94.65,344.77,False,too_few_points
959,6,South,,,2,4167.16,4167.16,64.47,291.8,False,too_few_points
960,3,NorthWest,D03-C02,2.0,7,28098.82,21255.01,175.0,161.88,True,
961,0,East,D00-C02,2.0,9,27658.58,14631.12,136.55,25.14,True,
962,1,NorthEast,D01-C01,1.0,11,51609.58,45346.05,393.93,57.44,True,
963,6,South,,,6,10277.31,9251.85,75.75,298.13,False,dbscan_noise
964,3,NorthWest,,,15,41306.94,23154.03,272.67,156.91,False,dbscan_noise
965,7,SouthEast,D07-C01,1.0,4,15251.99,14321.38,67.07,339.52,True,
966,7,SouthEast,,,2,1560.53,1560.53,12.45,340.03,False,too_few_points
967,1,NorthEast,,,2,2668.83,2668.83,15.98,65.97,False,too_few_points
968,7,SouthEast,,,2,2210.68,2210.68,12.02,350.22,False,too_few_points
969,1,NorthEast,,,2,1153.07,1153.07,8.52,66.66,False,too_few_points
970,6,South,D06-C02,2.0,8,56400.79,55129.15,225.65,287.23,True,
971,7,SouthEast,,,2,12039.75,12039.75,79.77,354.89,False,too_few_points
972,1,NorthEast,D01-C03,3.0,4,8828.6,5992.52,49.77,76.05,False,non_top_corridor
973,5,SouthWest,D05-C02,2.0,8,24278.58,11631.92,198.18,260.45,True,
974,0,East,,,3,4534.4,2820.8,24.82,28.59,False,too_few_points
975,2,North,,,3,7295.42,7181.65,35.02,121.43,False,too_few_points
976,7,SouthEast,D07-C01,1.0,11,38703.66,33319.02,217.22,348.46,True,
977,3,NorthWest,D03-C01,1.0,11,40990.45,35286.54,264.73,162.35,True,
978,2,North,,,2,2209.56,2209.56,12.53,120.96,False,too_few_points
979,7,SouthEast,,,2,12225.24,12225.24,65.97,352.52,False,too_few_points
980,1,NorthEast,,,3,2863.02,2602.62,23.6,67.52,False,too_few_points
981,5,SouthWest,D05-C02,2.0,10,36881.78,29427.48,288.02,234.71,True,
982,1,NorthEast,D01-C02,2.0,7,25427.35,20252.89,135.92,46.26,True,
983,4,West,D04-C01,1.0,6,22022.27,15180.07,172.68,222.77,True,
984,2,North,D02-C02,2.0,6,39098.17,37971.39,202.67,124.86,True,
985,5,SouthWest,,,2,1884.13,1884.13,25.5,246.64,False,too_few_points
986,7,SouthEast,D07-C01,1.0,4,20083.22,19919.56,99.1,345.94,True,
987,2,North,,,3,12919.86,12665.72,85.48,127.53,False,too_few_points
988,2,North,D02-C01,1.0,7,56629.44,55466.65,176.83,108.86,True,
989,6,South,D06-C02,2.0,8,41192.48,40143.98,121.32,277.68,True,
990,6,South,,,3,13003.23,12963.04,72.7,296.76,False,too_few_points
991,0,East,D00-C03,3.0,7,21518.78,18555.07,112.45,5.71,False,non_top_corridor
992,7,SouthEast,,,2,4962.28,4962.28,34.12,337.09,False,too_few_points
993,3,NorthWest,,,6,40042.52,38412.64,228.1,136.88,False,dbscan_noise
994,1,NorthEast,D01-C01,1.0,15,57244.27,45149.71,353.35,49.04,True,
995,1,NorthEast,D01-C01,1.0,9,50815.73,44782.65,423.43,59.31,True,
996,2,North,,,2,472.11,472.11,13.27,127.3,False,too_few_points
997,3,NorthWest,,,3,12134.37,11083.59,91.0,150.04,False,too_few_points
998,7,SouthEast,D07-C01,1.0,8,27716.69,23615.43,163.88,343.69,True,
999,3,NorthWest,D03-C01,1.0,6,24762.59,23330.24,196.57,155.28,True,
1000,2,North,,,2,10214.23,10214.23,61.77,121.63,False,too_few_points
1001,7,SouthEast,D07-C01,1.0,4,19950.34,18597.5,118.65,322.63,True,
1002,0,East,,,2,1212.73,1212.73,11.05,18.81,False,too_few_points
1003,7,SouthEast,D07-C01,1.0,4,17316.11,16600.18,100.4,323.8,True,
1004,2,North,,,2,7485.6,7485.6,47.45,121.81,False,too_few_points
1005,0,East,D00-C03,3.0,4,12035.14,11939.07,59.53,0.29,False,non_top_corridor
1006,2,North,,,3,8286.47,8125.04,46.25,123.35,False,too_few_points
1007,7,SouthEast,D07-C01,1.0,5,17699.42,16109.65,100.37,321.38,True,
1008,7,SouthEast,,,2,2691.82,2691.82,21.8,317.31,False,too_few_points
1009,3,NorthWest,D03-C01,1.0,4,21193.33,16598.99,141.62,165.05,True,
1010,3,NorthWest,,,2,1456.06,1456.06,8.98,160.23,False,too_few_points
1011,2,North,,,3,8019.21,7882.15,53.28,122.36,False,too_few_points
1012,7,SouthEast,D07-C01,1.0,4,9165.62,9004.51,43.15,322.03,True,
1013,1,NorthEast,,,3,4567.0,4504.03,23.28,49.83,False,too_few_points
1014,0,East,,,2,3080.91,3080.91,16.52,7.22,False,too_few_points
1015,6,South,,,3,13690.99,13452.79,74.22,297.22,False,too_few_points
1016,2,North,D02-C02,2.0,7,39852.68,38218.87,166.78,125.31,True,
1017,0,East,,,4,7540.15,7119.0,39.25,39.39,False,dbscan_noise
1018,3,NorthWest,D03-C01,1.0,6,33810.21,32408.15,218.0,151.33,True,
1019,3,NorthWest,,,6,25730.84,24929.33,170.75,137.53,False,dbscan_noise
1020,6,South,,,3,11129.33,10911.49,59.85,306.15,False,too_few_points
1021,7,SouthEast,D07-C01,1.0,8,29541.62,24790.79,157.22,341.92,True,
1022,6,South,,,2,20.3,20.3,9.0,290.2,False,too_few_points
1023,1,NorthEast,,,2,3475.25,3475.25,25.65,72.31,False,too_few_points
1024,7,SouthEast,,,2,237.32,237.32,26.52,330.18,False,too_few_points
1025,2,North,,,3,5553.98,5486.83,33.12,117.46,False,too_few_points
1026,7,SouthEast,,,3,6837.61,6702.51,26.53,335.8,False,too_few_points
1027,1,NorthEast,D01-C01,1.0,11,53780.98,45636.7,301.9,50.14,True,
1028,1,NorthEast,D01-C01,1.0,6,24177.06,19699.28,133.75,53.77,True,
1029,1,NorthEast,,,3,8957.66,8599.63,61.1,48.86,False,too_few_points
1030,1,NorthEast,D01-C01,1.0,11,56405.68,45809.62,299.48,49.45,True,
1031,5,SouthWest,D05-C01,1.0,7,40333.32,35074.79,277.1,238.8,True,
1032,1,NorthEast,D01-C01,1.0,6,24201.6,19382.43,146.53,51.3,True,
1033,6,South,,,2,3170.53,3170.53,14.28,287.31,False,too_few_points
1034,3,NorthWest,D03-C04,4.0,4,18686.32,17417.52,125.32,141.14,False,non_top_corridor
1035,7,SouthEast,D07-C01,1.0,6,26518.94,25674.84,123.4,319.34,True,
1036,0,East,,,5,8993.92,7460.09,41.52,27.96,False,dbscan_noise
1037,3,NorthWest,D03-C01,1.0,4,38467.52,36299.62,246.78,145.91,True,
1038,7,SouthEast,D07-C01,1.0,4,29925.67,28129.95,137.05,327.94,True,
1039,3,NorthWest,,,4,9603.13,2979.22,61.73,143.86,False,too_short
1040,7,SouthEast,,,3,4096.21,4025.59,16.52,320.06,False,too_few_points
1041,7,SouthEast,D07-C01,1.0,10,39545.31,34494.96,174.1,344.39,True,
1042,3,NorthWest,D03-C02,2.0,6,33775.49,33086.65,210.9,138.7,True,
1043,3,NorthWest,,,2,2926.72,2926.72,12.22,148.33,False,too_few_points
1044,7,SouthEast,D07-C01,1.0,10,42830.38,36055.76,205.43,330.56,True,
1045,7,SouthEast,D07-C01,1.0,9,45377.38,39453.74,213.43,338.62,True,
1046,7,SouthEast,,,3,14405.19,14343.36,88.43,344.07,False,too_few_points
1047,5,SouthWest,D05-C01,1.0,8,41242.57,35965.44,299.1,241.33,True,
1048,1,NorthEast,D01-C01,1.0,9,51508.89,44508.78,260.15,58.62,True,
1049,5,SouthWest,D05-C01,1.0,9,51157.99,44418.31,344.02,239.02,True,
1050,7,SouthEast,D07-C01,1.0,6,24146.81,23039.44,129.18,332.54,True,
1051,3,NorthWest,D03-C01,1.0,6,15168.61,6836.17,122.47,155.17,True,
1052,7,SouthEast,D07-C01,1.0,5,22008.43,20624.07,111.82,331.62,True,
1053,2,North,,,7,19645.58,9633.97,152.83,131.49,False,dbscan_noise
1054,5,SouthWest,,,2,18.25,18.25,7.7,244.46,False,too_few_points
1055,6,South,,,2,6040.59,6040.59,36.07,311.08,False,too_few_points
1056,5,SouthWest,,,4,4492.45,2874.98,36.48,242.15,False,too_short
1057,6,South,,,2,1365.05,1365.05,16.3,278.48,False,too_few_points
1058,3,NorthWest,,,2,1620.4,1620.4,32.37,148.01,False,too_few_points
1059,2,North,D02-C02,2.0,4,31014.85,30686.05,182.47,122.32,True,
1060,5,SouthWest,D05-C01,1.0,7,19513.7,14829.67,140.32,227.69,True,
1061,1,NorthEast,D01-C01,1.0,10,51232.19,45183.59,362.57,58.25,True,
1062,1,NorthEast,D01-C01,1.0,11,50453.71,44527.16,329.97,59.14,True,
1063,6,South,,,2,7383.08,7383.08,43.53,308.73,False,too_few_points
1064,5,SouthWest,,,11,60512.25,50191.93,298.52,244.76,False,dbscan_noise
1065,1,NorthEast,,,9,64409.39,52317.41,312.18,74.54,False,dbscan_noise
1066,1,NorthEast,D01-C01,1.0,15,60817.35,52914.1,341.55,63.38,True,
1067,0,East,,,2,1157.76,1157.76,6.07,4.77,False,too_few_points
1068,0,East,,,6,26347.71,19476.82,146.67,40.16,False,dbscan_noise
1069,2,North,,,2,103.32,103.32,5.98,110.24,False,too_few_points
1070,2,North,,,2,817.17,817.17,24.47,119.17,False,too_few_points
1071,2,North,D02-C02,2.0,9,40001.19,38288.52,266.18,124.93,True,
1072,7,SouthEast,,,2,3290.31,3290.31,16.05,339.37,False,too_few_points
1073,5,SouthWest,,,7,55575.9,52691.87,231.13,266.58,False,dbscan_noise
1074,0,East,,,3,2802.97,2247.99,28.05,1.99,False,too_few_points
1075,1,NorthEast,D01-C05,5.0,9,55511.31,53089.14,263.67,88.86,False,non_top_corridor
1076,2,North,,,2,2723.87,2723.87,17.07,108.03,False,too_few_points
1077,7,SouthEast,D07-C01,1.0,5,27307.27,25774.75,145.57,323.03,True,
1078,6,South,,,2,3811.11,3811.11,32.45,304.4,False,too_few_points
1079,6,South,D06-C01,1.0,6,29522.56,29077.41,148.6,302.04,True,
1080,3,NorthWest,,,2,2117.8,2117.8,21.78,148.65,False,too_few_points
1081,2,North,D02-C02,2.0,5,30424.29,29569.88,151.25,122.62,True,
1082,1,NorthEast,D01-C02,2.0,5,13183.37,12094.83,74.25,63.55,True,
1083,1,NorthEast,D01-C02,2.0,5,16914.33,13719.08,91.05,50.48,True,
1084,4,West,D04-C01,1.0,5,15257.94,10915.61,127.25,206.44,True,
1085,7,SouthEast,D07-C01,1.0,5,10456.27,9539.56,51.97,350.89,True,
1086,1,NorthEast,,,2,2172.68,2172.68,10.07,75.58,False,too_few_points
1087,1,NorthEast,,,2,1390.4,1390.4,6.52,84.26,False,too_few_points
1088,3,NorthWest,D03-C04,4.0,5,22123.13,20655.76,124.63,140.33,False,non_top_corridor
1089,1,NorthEast,,,2,1.22,1.22,6.0,65.2,False,too_few_points
1090,6,South,D06-C03,3.0,6,23597.96,11093.15,168.12,313.59,False,non_top_corridor
1091,3,NorthWest,,,7,27850.8,24309.65,159.32,135.95,False,dbscan_noise
1092,2,North,,,2,3157.02,3157.02,25.1,117.79,False,too_few_points
1093,5,SouthWest,,,2,696.24,696.24,28.1,231.49,False,too_few_points
1094,5,SouthWest,D05-C01,1.0,9,47190.97,41815.6,339.93,241.02,True,
1095,1,NorthEast,D01-C01,1.0,11,50350.23,44773.14,267.9,58.31,True,
1096,5,SouthWest,D05-C01,1.0,5,25350.71,25157.77,155.28,247.89,True,
1097,1,NorthEast,D01-C01,1.0,16,56198.82,43672.79,287.33,64.21,True,
1098,4,West,,,2,1709.62,1709.62,19.02,196.94,False,too_few_points
1099,5,SouthWest,D05-C01,1.0,9,46264.43,40104.18,289.25,242.24,True,
1100,1,NorthEast,D01-C01,1.0,12,51267.77,44936.61,259.88,59.03,True,
1101,7,SouthEast,D07-C01,1.0,4,13420.32,12775.8,82.52,344.1,True,
1102,7,SouthEast,,,3,14030.0,13898.13,79.78,356.26,False,too_few_points
1103,2,North,,,3,5337.68,5265.62,41.55,130.31,False,too_few_points
1104,7,SouthEast,,,3,11663.45,11587.06,73.68,356.23,False,too_few_points
1105,2,North,,,2,857.02,857.02,5.0,127.06,False,too_few_points
1106,6,South,D06-C01,1.0,6,38644.96,37042.8,202.8,304.13,True,
1107,2,North,,,2,4595.54,4595.54,32.67,114.64,False,too_few_points
1108,7,SouthEast,,,3,17447.3,17428.0,119.57,345.33,False,too_few_points
1109,2,North,,,2,6526.68,6526.68,41.28,116.33,False,too_few_points
1110,6,South,D06-C01,1.0,4,18788.14,18185.68,97.0,312.0,True,
1111,2,North,,,2,6543.61,6543.61,28.63,122.33,False,too_few_points
1112,6,South,D06-C01,1.0,4,19570.49,19021.38,110.33,311.41,True,
1113,2,North,,,2,6492.29,6492.29,27.67,123.73,False,too_few_points
1114,6,South,D06-C01,1.0,4,35681.96,35250.14,172.77,301.15,True,
1115,6,South,,,3,2188.69,2036.16,20.57,292.74,False,too_few_points
1116,6,South,,,2,7.59,7.59,10.9,271.29,False,too_few_points
1117,3,NorthWest,D03-C01,1.0,12,48319.75,40750.29,185.5,149.54,True,
1118,4,West,,,2,866.2,866.2,43.35,218.29,False,too_few_points
1119,0,East,D00-C02,2.0,7,25537.22,10427.32,123.18,39.3,True,
1120,3,NorthWest,D03-C01,1.0,5,19767.4,17514.21,88.37,159.22,True,
1121,7,SouthEast,,,3,4305.51,4247.68,18.68,337.57,False,too_few_points
1122,5,SouthWest,D05-C01,1.0,12,48358.36,42233.25,219.62,241.22,True,
1123,0,East,D00-C01,1.0,11,51059.33,44136.55,296.85,25.0,True,
1124,7,SouthEast,D07-C01,1.0,5,18569.54,18261.87,99.3,344.74,True,
1125,7,SouthEast,,,2,3024.84,3024.84,17.07,348.33,False,too_few_points
1126,7,SouthEast,D07-C01,1.0,4,12460.55,11815.45,79.02,345.53,True,
1127,2,North,D02-C01,1.0,7,57668.06,56117.71,272.02,109.42,True,
1128,1,NorthEast,D01-C02,2.0,5,14705.56,13144.28,83.27,56.31,True,
1129,1,NorthEast,D01-C02,2.0,4,15534.02,13497.89,86.63,52.88,True,
1130,6,South,,,4,13447.04,13348.75,64.87,305.21,False,dbscan_noise
1131,7,SouthEast,,,2,2193.42,2193.42,13.48,316.62,False,too_few_points
1132,6,South,,,2,1811.57,1811.57,18.28,302.33,False,too_few_points
1133,3,NorthWest,,,5,21400.63,20186.34,148.88,141.34,False,dbscan_noise
1134,7,SouthEast,D07-C01,1.0,5,27483.91,25920.84,139.73,323.14,True,
1135,7,SouthEast,D07-C01,1.0,5,22120.26,21827.43,125.23,347.97,True,
1136,2,North,,,3,10831.35,10621.5,58.57,125.76,False,too_few_points
1137,7,SouthEast,D07-C01,1.0,7,26832.06,25486.91,147.63,322.26,True,
1138,1,NorthEast,D01-C01,1.0,11,52369.08,45215.19,296.32,49.37,True,
1139,5,SouthWest,D05-C01,1.0,7,36671.12,31474.66,274.57,236.61,True,
1140,7,SouthEast,,,3,19465.92,19345.92,104.62,345.41,False,too_few_points
1141,7,SouthEast,,,3,14564.77,14509.5,79.77,343.54,False,too_few_points
1142,7,SouthEast,D07-C01,1.0,8,20627.33,19147.94,126.45,341.92,True,
1143,2,North,,,10,56368.74,53403.93,344.9,119.99,False,dbscan_noise
1144,2,North,D02-C03,3.0,4,15546.34,9470.02,62.3,121.06,False,non_top_corridor
1145,7,SouthEast,,,3,4964.16,4845.31,16.32,326.28,False,too_few_points
1146,4,West,,,3,13180.99,10651.52,100.03,188.18,False,too_few_points
1147,7,SouthEast,D07-C01,1.0,6,21359.41,20894.84,105.63,345.93,True,
1148,7,SouthEast,,,2,1285.04,1285.04,7.2,350.65,False,too_few_points
1149,7,SouthEast,D07-C01,1.0,4,7910.79,7692.31,47.55,337.79,True,
1150,7,SouthEast,,,2,3102.07,3102.07,15.0,350.13,False,too_few_points
1151,7,SouthEast,,,3,7867.35,7755.76,43.9,342.46,False,too_few_points
1152,3,NorthWest,,,2,4711.91,4711.91,31.57,169.65,False,too_few_points
1153,4,West,D04-C01,1.0,7,14913.18,11412.44,145.58,193.03,True,
1154,7,SouthEast,D07-C01,1.0,6,25784.06,22161.69,147.3,355.02,True,
1155,7,SouthEast,,,2,238.46,238.46,8.5,355.95,False,too_few_points
1156,4,West,D04-C01,1.0,4,6269.9,4981.64,71.53,197.17,True,
1157,0,East,D00-C02,2.0,8,27685.6,18610.24,148.65,15.85,True,
1158,2,North,,,2,875.81,875.81,13.5,105.68,False,too_few_points
1159,3,NorthWest,D03-C04,4.0,7,24419.36,22022.22,161.52,141.09,False,non_top_corridor
1160,3,NorthWest,,,3,7038.34,6930.68,44.82,158.07,False,too_few_points
1161,7,SouthEast,,,3,10239.23,10101.62,40.22,351.63,False,too_few_points
1162,7,SouthEast,,,8,21649.33,19329.06,75.47,356.07,False,dbscan_noise
1163,7,SouthEast,D07-C01,1.0,6,28607.05,26585.76,156.23,338.1,True,
1164,5,SouthWest,D05-C01,1.0,9,44989.35,39754.34,326.12,239.7,True,
1165,4,West,,,6,38571.65,35261.69,137.8,212.64,False,dbscan_noise
1166,7,SouthEast,,,3,8714.39,8625.47,31.48,349.91,False,too_few_points
1167,0,East,,,4,7774.09,7045.8,43.93,4.07,False,dbscan_noise
1168,1,NorthEast,,,3,3875.25,3009.04,34.43,74.17,False,too_few_points
1169,2,North,,,4,21100.42,20489.73,119.82,112.49,False,dbscan_noise
1170,7,SouthEast,D07-C01,1.0,6,23811.53,21538.91,139.7,335.6,True,
1171,4,West,,,2,234.5,234.5,11.5,200.79,False,too_few_points
1172,2,North,,,14,59227.29,48441.68,389.63,101.99,False,dbscan_noise
1173,0,East,,,2,5000.25,5000.25,37.62,9.96,False,too_few_points
1174,5,SouthWest,,,9,35772.58,31482.59,146.98,269.03,False,dbscan_noise
1175,6,South,,,3,12231.15,12168.67,108.2,297.68,False,too_few_points
1176,0,East,,,3,1616.9,1408.7,30.55,24.49,False,too_few_points
1177,2,North,D02-C01,1.0,8,49963.84,48516.68,257.23,109.63,True,
1178,2,North,,,2,4538.82,4538.82,29.83,124.29,False,too_few_points
1179,0,East,,,2,6665.48,6665.48,45.05,1.28,False,too_few_points
1180,7,SouthEast,,,3,10175.81,10125.65,65.33,356.91,False,too_few_points
1181,1,NorthEast,,,2,1314.15,1314.15,23.85,45.39,False,too_few_points
1182,4,West,,,2,2769.17,2769.17,17.4,180.83,False,too_few_points
1183,3,NorthWest,D03-C01,1.0,4,18451.13,17412.86,168.02,151.05,True,
1184,7,SouthEast,,,3,13438.39,13316.07,86.08,356.07,False,too_few_points
1185,3,NorthWest,D03-C01,1.0,4,17495.43,16489.82,139.83,149.94,True,
1186,7,SouthEast,,,3,12201.54,12121.56,80.92,356.81,False,too_few_points
1187,2,North,,,3,9800.84,9686.61,56.18,109.21,False,too_few_points
1188,6,South,,,3,7536.43,7385.02,32.27,300.79,False,too_few_points
1189,7,SouthEast,,,2,6700.77,6700.77,51.12,342.66,False,too_few_points
1190,1,NorthEast,,,2,1128.67,1128.67,20.23,51.48,False,too_few_points
1191,6,South,D06-C03,3.0,7,28225.85,26025.53,179.97,307.86,False,non_top_corridor
1192,3,NorthWest,,,2,1895.36,1895.36,22.45,150.31,False,too_few_points
1193,2,North,D02-C02,2.0,4,28016.62,27241.93,181.03,124.42,True,
1194,2,North,,,4,9257.28,8945.99,55.57,101.09,False,dbscan_noise
1195,7,SouthEast,,,3,7011.04,6931.69,30.93,338.17,False,too_few_points
1196,6,South,D06-C01,1.0,6,38579.64,36700.19,226.05,304.75,True,
1197,3,NorthWest,D03-C01,1.0,5,18480.4,16478.04,95.4,158.32,True,
1198,0,East,,,4,7972.75,6584.9,40.93,11.53,False,dbscan_noise
1199,7,SouthEast,,,3,6138.09,6062.01,38.03,334.4,False,too_few_points
1200,3,NorthWest,,,6,21085.65,19954.58,149.6,140.51,False,dbscan_noise
1201,6,South,,,3,6991.34,6836.35,34.52,299.05,False,too_few_points
1202,7,SouthEast,,,3,7177.53,7035.21,45.02,331.5,False,too_few_points
1203,1,NorthEast,D01-C01,1.0,8,50958.86,44715.77,258.0,58.82,True,
1204,0,East,,,3,2055.43,1764.51,18.17,11.2,False,too_few_points
1205,5,SouthWest,D05-C01,1.0,10,46922.36,44006.61,285.13,245.33,True,
1206,4,West,,,3,8614.09,7316.27,64.53,185.66,False,too_few_points
1207,6,South,,,3,14118.04,14052.89,66.85,292.97,False,too_few_points
1208,6,South,,,2,4916.2,4916.2,33.02,300.91,False,too_few_points
1209,3,NorthWest,D03-C02,2.0,6,27903.34,17134.94,177.58,162.62,True,
1210,6,South,D06-C01,1.0,6,39696.31,38069.27,267.17,305.12,True,
1211,3,NorthWest,,,2,1853.67,1853.67,19.02,136.75,False,too_few_points
